number,name
205810,Чигашево220
205811,Чигашево110
205812,Волжская220
205813,Волжск110
205815,Помары500
205816,Помары220
205818,Й-Ол ТЭЦ
205826,"Восток, Заря"
205880,Мелковка
205881,Юрино
205891,Еласы
205892,Илеть
205950,Уральск
205952,Степная
205980,С.Мар
205149,ЖГЭС500
205169,"ЖГЭС ГГ-19,20"
205174,ЖГЭС 4с
205175,ЖГЭС 1с
205142,ЖГЭС ГГ-  9-11
251253,НижегГЭС110
251254,НижегГЭСген
251255,НижегГЭС220
251024,ТГ-12 Автозавод.
251025,"ТГ-10, ТГ-11 Авт"
251026,"ТГ-7, ТГ-9 Автоз"
251027,ТГ-8 Автозавод.
251120,"Водозабор-1, Спу"
251121,Сортировочная-2
251122,Чайка-1
251250,Осиновка500
251251,Осиновка220
251277,Луч220
251278,Луч500
251281,Радуга 110 1-4 c
251283,Радуга 500
251299,Радуга110 5-6 c
251123,Чайка-2
251269,Автозавод. ТЭЦ 1
251033,Печерская
251021,Высоковская-108
251020,Ст. Сормовск.-10
251010,Ковалихинская
251034,Приок. 2
251300,Комплекс
251298,Смолино
251296,Этилен220
251295,Кудьма220
251294,Этилен110
251293,Кудьма110
251292,Навашино
251291,Бобыльская220
251289,Нагорная220
251288,Сергач220
251287,Арзамас110
251280,Пижма-1
251279,Павлово
251276,Ока220
251275,Заречная220
251274,Сергач110
251263,Сормовская ТЭЦ
251270,Заречная110
251290,Нагорная110
251273,Новогорьк.ТЭЦ
251272,Воскресенская
251271,Луч110
251268,Кировская
251267,Игумновская ТЭЦ
251266,Ока110
251265,Бобыльская110
251264,Дзерж.ТЭЦ
251262,Западная-2
251261,НиГРЭС
251260,Буреполом
251259,Бор220
251258,Бор110
251257,Семеновская110
251256,Семеновская220
251252,Чистое
251249,Новоселки
251248,Первомайская
251246,Степаньково
251245,Губцево
251244,Макарьево
251243,Макарьево
251242,Нижегородская220
251241,Рыжково
251234,Починки
251233,СаровТЭЦ220
251114,КМЗ
251113,Кулебаки
251112,Мухтолово
251111,Жемчуг
251110,СаровТЭЦ110
251109,Дивеево
251108,Сапфир
251107,ДРО
251106,Выкса
251105,Змейка-2
251104,Змейка-1
251103,Останкино
251102,Пижма-2
251101,Узловая
251100,Шахунья
251099,Арья
251098,Быструха
251097,Керженец
251096,Тарасиха
251095,Моховые Горы
251094,Толоконцево
251093,Линда
251092,Урень
251091,Шалдеж
251090,Сухобезводное-16
251089,ВАД
251088,Балахониха
251087,Перевоз
251086,КС-6
251085,Лукоянов
251084,Сатис
251083,Мадаево
251082,Арзинка
251081,Разино
251080,Березовка 2
251079,Кардавиль Л3
251078,Шатки-Л2
251077,Шатки-Л1
251076,Завод-Л1
251075,АМЗ2.Л3
251074,АМЗ-1
251073,Бутурлино
251072,Майдан
251071,Буревестник-119
251070,Возрождение
251069,Ройка
251068,БВК
251067,Кстовская-114
251066,Подлесово
251065,Лысково
251064,Нива
251063,Д.Константиново
251062,Суроватиха
251061,ДзержТЭЦ ТГ-6
251060,Дзержинская
251059,Западная-1
251058,Сейма ПТФ
251057,Автотрек-122
251056,Автотрек-106
251055,Оргстекло
251054,Чернораменская-1
251053,Алешинская-101
251052,Алешинская-132
251051,Бурцевская-129
251050,БЦКК-106
251049,БЦКК-107
251048,отп.Бер-Бурц-Чер
251047,Заволжская
251046,Левоборежная
251045,ПАЗ-130
251044,ПАЗ-123
251043,Новая-124
251042,Новая-148
251041,Буревестник-123
251040,Тумботино
251039,Богородская-130
251038,Вача-124
251037,Вача-148
251036,Кузнечиха 2
251032,ЗКПД-196
251031,Светлоярская-133
251030,Молитовская-2
251029,Молитовская-1
251028,Чермет
251023,Соцгородская
251022,Гранит-1
251019,"Водозабор-2, Спу"
251018,Прибой-2
251017,Левинка-105
251016,Левинка-191
251015,Сокол-196
251014,Беркут-132
251013,Сортировочная-1
251012,Свердловская
251011,Нов. Сормовская
251297,НИИТОП
251009,Доскино-116
251008,ТО-Редук
251007,Чермет-133
251006,АО от НиГЭС
251005,Радуга АО
251004,Радуга АО
251003,Починки
251002,Починки
251001,Сеченово
251035,Приок. 1-3
251231,Нижегородская500
205594,Ямаши
205508,ЗайГРЭС220-2 тг5
205507,ЗайГРЭС220-1 тг5
205552,ЗайГРЭСтг5-6
205647,Химпром
205698,Порт
205183,Красноармейская-
205182,Красноармейская-
205242,2 сек.Вольск
205238,1 сек.Буровка
205239,2 сек.Буровка
205243,Терешка
205234,Центральная
205760,Восточная
205761,Юго-Западная
251284,Арзамасская 500
251285,Арзамасская 220
251286,Арзамасская 110
205151,Новокуйбышевская
205153,Новокуйбышевская
251124,Зелецино
251230,ПГУ 220 кВ Новог
205511,Щёлоков 500
205512,Щёлоков 220
205513,Щёлоков 110
205290,1 сек. Западная
205291,2 сек. Западная
205622,Новый город
205230,Центральная220-2
205408,Лунино С/Х
205572,КазТЭЦ3-110 3 с.
205573,КазТЭЦ3-110 5.6
205236,1сек. Метзавод
205237,2сек. Метзавод
251247,Борская 110
205574,ТАНЕКО-220 1.3 с
205575,ТАНЕКО-220 2 с.
205576,ТАНЕКО-220 4 с.
205577,ТАНЕКО-110 1 с.
205578,ТАНЕКО-110 2 с.
205562,Блок 7 НКмТЭЦ-2
205563,20Т НКмТЭЦ-2
205561,Блок 6 НКмТЭЦ-2
205112,Васильевская 1с
205194,Красноглинская-1
205195,Береза
205130,Южная220-1
205292,1 сек. Балаковск
205293,ТГ-1 БалТЭЦ-4
205294,ТГ-2 БалТЭЦ-4
205295,ТГ-4 БалТЭЦ-4
205204,2 сек. Балаковск
205205,Центральная220-1
205564,РТП 110 ТНП
205579,РТП 220 ТНП
205863,Помъялы
205582,Бегишево 220 кВ
205583,Бегишево 220 кВ
205584,Бегишево 110 кВ
205585,Бегишево 110 кВ
205586,КазТЭЦ3 ТГ-4
205463,Евлашево
205464,КТМ
205359,Никулино-1
205125,Солнечная110
205596,Южная
205718,Центральная
205719,Посоп
205720,Южная-1
205721,Южная-2
205316,отп. УРЛЗ-УМЗ-1
205320,отп. УРЛЗ-УМЗ-2
205350,отп. Реп-Наг
205351,Нагорная-2
205166,Журав-2
205167,Журав-1
205466,Экв Сосновоборск
205643,Новая
251115,"отп. ПС 40, Заре"
205469,Новая
205470,Мокшан
205471,Белинский
205472,Беково
205184,Оросительная220
205186,Оросительная110
205268,Саратовская110
205272,Дергачевская СЭС
205565,отп. Бетьки-Бикл
205566,отп.Бетьки-Бикля
205567,"Жарков 1, 2 с"
205568,"Жарков 3, 4 с"
251235,ДзержТЭЦ ГТУ-3
251236,"ДзержТЭЦ ТГ-1,2,"
205321,УТЭЦ1тг6-9
251125,Потреб. ГРУ-6 Ав
251126,"Потреб. 6,7с ГРУ"
251127,Потреб. 8с ГРУ-1
205473,Новозападная
205474,Маяк
205587,НКмТЭЦ2
205588,НКмТЭЦ2тг3
300001,Г-20
300002,Сысоево
300003,Сысоево
300004,Погорелово
300005,Погорелово
300006,Каменская ТЭЦ
300007,Б-10
300008,Б-10
300009,Б3
300010,С2
300011,Т-15
300012,Т-15
301012,Т-15 Тагмет
301014,Т-20 Печная
301015,Т-10 Тагмет
300013,Р29
300014,Т-10
300015,Т-10
300016,Ростовская ТЭЦ-2
300017,Г-20
300018,Р-20
300019,Р-20
300020,Р5
300021,Р-4
300022,Р-4
300023,НЗБ
300024,НЗБ
300025,НЭЗ
300026,НЭЗ
300027,Шахтинская ГТЭС
300028,Пролетарская
300029,Ш6
300030,Ш-50
300031,Ш-50
300032,Волгодонская ТЭЦ
300033,Волгодонская ТЭЦ
300034,Н9
300035,Цимлянская ГЭС
300036,Цимлянская ГЭС
300037,С-4
300038,Зимовники
300039,Зимовники
300040,Мартыновская
300041,БГ2
300042,Койсуг
300043,Койсуг
300044,А-20
300045,А-20
300046,Зерновая
300047,Зерновая
300048,Обливная
300049,Сальская
300050,Сальская
300051,Песчанокопская
300052,Песчанокопская
300053,А-30
300054,А-30
300055,Вешенская-2
300056,Вешенская-2
300057,Р-40
300058,Р-40
300059,Ш14
300060,Сандатовская
300061,Донецкая
300062,Донецкая
300063,ГПП1
300064,Промзона
300065,В.Свечниковская
300066,Гундоровская
300067,С-6
300068,С7
300069,Н16
300070,Шахты
300182,Ростовская
300183,Ростовская
300184,Ростовская
300071,Шахты
300072,Шахты
300073,Ш16 1с
300074,Городская-2
300075,Ш8 2с
300076,Ш45
300077,Ш16 2с
300078,Ш9
300079,ЦОФ
300080,Г14
300081,ПП2_2с
300082,Ш44
300083,Ш34
300084,Ш35
300085,отп-Ш29 1СШ
300086,отп-Ш29 2СШ
300087,Гидропривод
300088,Ш29
300089,Г13 1с
300090,Г15
300091,Г2
300092,Г13 2с
300093,ПП2_1с
300094,Н8
300095,Н4
300096,Г-10
300097,Н1 2с
300098,Замчалово
300099,Б12
300100,Н1 1с
300101,Р22
300102,отп-Богатовская
300103,Б1
300104,Ясногорская
300105,ГТП 1СШ-110
300107,ГТП 2СШ-110
300106,Калининская
300108,Садкинская
300109,Обливская ПТФ
300110,Синегорская
300111,Новая-35
300112,Б5
300113,Б8
300114,Заветинская
300115,Юбилейная
300116,Б.Ремонтное
300117,Б11
300118,Жуковская
300119,Шебалинская
300120,Ал. Лозовская
300121,Тиховская
300122,Печная
300123,Матвеев Курган
300125,Ремонтненская
300124,Т11
300126,Р-19
300127,Р1
300128,Шахтинская ГТЭС
300129,НЗПМ-1
300130,НЗПМ-2
300131,НГ5
300132,Заводская 2с
300133,Заводская 1с
300134,Г4
300135,Р23
300136,Волгодонская ТЭЦ
300137,Чертково 1с
300138,Чертково 2с
300139,Ш8 1с
320119,Вододелитель
320120,Зензели
320121,Стройиндустрия
320125,Икряное-1
320126,Икряное-2
320130,Окрасочная
320131,Трикотажная ПТ-1
320132,Трикотажная ПТ-1
320133,Табола 2С
320134,Табола 1С
320135,Первомайская
320137,Камышово
320138,Озерная
320143,Яндыки-2
320144,Яндыки-1
320146,Николо-Комаровка
320147,Николо-Комаровка
320170,Астраханская ПГУ
320176,Астраханская ПГУ
320410,Сасыколи
320411,Тамбовка
320419,Сеитовка
320436,Володаровка
320453,ГПП-1 Т1
320454,Кири-Кили 2с
320455,Кири-Кили 1с
320581,Владимировка
320582,Капустин Яр
320583,Харабали
320584,Харабали
320585,Рассвет
300140,Стройбаза-1
300141,Волгодонск
300180,Атом ГПП-2
300181,Атом ГПП-1
300190,Ростовская АЭС
300191,Ростовская АЭС
300192,Ростовская АЭС
300193,Новочеркасская Г
300194,Новочеркасская Г
300195,Новочеркасская Г
300196,Экспериментальна
300197,Экспериментальна
